Word	Havg	StDev	FreqList
تبحثين	6134	5.24	0.8935	6064
آلان	6135	5.24	0.7709	7250
نينا	6136	5.24	1.4365	4210
اعتقد	6137	5.24	0.7160	192
محتمل	6138	5.24	0.9381	3440
كالعادة	6139	5.24	1.0606	5972
يطلب	6140	5.24	0.7969	2897
قبل	6141	5.24	0.9161	64
ثمن	6142	5.24	1.1528	1570
ذوي	6143	5.22	0.7900	8270
الأمريكان	6144	5.22	1.5292	6317
احدهم	6145	5.22	0.6481	2548
شارلي	6146	5.22	0.9100	3291
وضعك	6147	5.22	1.0359	7296
والتي	6148	5.22	0.7083	2406
كاثرين	6149	5.22	1.2171	2598
حرف	6150	5.22	0.5067	5115
أجلنا	6151	5.22	1.0160	6973
كيت	6152	5.22	0.7083	2424
سوليفان	6153	5.22	0.8154	7114
بعضهم	6154	5.22	0.8154	1585
السيناتور	6155	5.22	1.1657	5177
دالاس	6156	5.22	1.2824	6763
ضباط	6157	5.22	1.5687	7974
ثلاثين	6158	5.22	1.0160	6477
باستخدام	6159	5.22	0.6158	7513
لإطلاق	6160	5.22	0.8873	7885
ياإلهى	6161	5.22	2.0433	9572
تحمل	6162	5.22	1.2982	993
مسار	6163	5.22	0.7900	7569
ريان	6164	5.22	1.2664	5726
بيوم	6165	5.22	0.8640	4871
مطلوب	6166	5.22	0.9957	4655
فعلتم	6167	5.22	0.8873	6489
قدمى	6168	5.22	1.2171	9988
كلوز	6169	5.22	1.3293	8548
الزر	6170	5.22	0.7637	4721
يحدث	6171	5.22	0.5455	147
يمثل	6172	5.22	1.0359	5767
انجلوس	6173	5.22	1.4469	5982
اسمعى	6174	5.22	0.7637	8869
توماس	6175	5.22	0.4647	1697
المحارب	6176	5.22	1.6938	7283
أذهب	6177	5.22	0.9750	225
لنقل	6178	5.22	0.7083	4221
بكما	6179	5.22	0.9100	9815
الأوراق	6180	5.22	0.7083	3215
تاتى	6181	5.22	0.9322	8241
بوبي	6182	5.22	1.1119	1110
له	6183	5.22	0.6158	127
مع	6184	5.22	0.7900	34
بعرض	6185	5.22	0.9100	8963
موكلي	6186	5.22	1.1301	9654
وأنا	6187	5.22	0.6158	150
أيضا	6188	5.22	0.5455	278
رائحته	6189	5.22	1.1657	5464
أيه	6190	5.22	0.9322	4156
متعلق	6191	5.22	0.9957	5642
لبعض	6192	5.22	0.7083	1396
يقولون	6193	5.22	0.9957	843
اريك	6194	5.22	1.0160	5392
سمعتم	6195	5.22	0.7365	6443
تايلر	6196	5.22	0.6481	3680
لدرجة	6197	5.22	0.9100	2559
القول	6198	5.22	0.7083	1675
اجعله	6199	5.22	0.8401	8468
عاما	6200	5.22	0.9538	2177
تعتبر	6201	5.22	0.5817	4291
بدرجة	6202	5.22	0.5067	8972
دب	6203	5.22	1.5687	7877
أعتقدت	6204	5.22	1.0160	2009
البابا	6205	5.22	1.5292	7346
الجلسة	6206	5.22	0.8154	8850
بوب	6207	5.22	1.0554	739
لغز	6208	5.22	1.5292	6982
بحقك	6209	5.22	0.8154	7524
ماريان	6210	5.22	1.0934	6127
بطول	6211	5.22	0.6158	8947
الشاحنة	6212	5.22	0.7083	1726
يقومون	6213	5.22	0.7365	2418
انتباه	6214	5.22	1.2337	4560
وقتها	6215	5.22	0.6481	3091
بعضنا	6216	5.22	0.7365	911
البارد	6217	5.22	1.3445	8313
أندرو	6218	5.22	0.5455	4176
حية	6219	5.22	2.1504	3094
القوات	6220	5.22	1.3138	2434
الفترة	6221	5.22	0.6788	5021
النائب	6222	5.22	1.2337	6637
الأرضية	6223	5.22	0.8873	3653
حدد	6224	5.22	0.6481	8782
فيونا	6225	5.22	0.7083	7897
دواعي	6226	5.22	0.9750	4682
ستريت	6227	5.22	0.5455	7320
شهر	6228	5.22	0.5067	1016
غسيل	6229	5.22	1.2171	9629
الاخبار	6230	5.22	1.2002	4720
سابق	6231	5.22	1.1119	2839
دانى	6232	5.22	0.7083	3650
تاتي	6233	5.22	0.7083	6630
سبق	6234	5.22	0.9100	1405
سبع	6235	5.22	1.0359	2827
وضعوا	6236	5.22	0.7083	6893
القرود	6237	5.22	1.5022	7000
يزال	6238	5.22	0.7365	1715
ماديسون	6239	5.22	0.7637	8646
سيقول	6240	5.22	0.5817	6202
كن	6241	5.22	0.8873	669
دا	6242	5.22	0.6788	6172
لاننا	6243	5.22	1.0359	6297
موظف	6244	5.22	1.3893	6500
إليزابيث	6245	5.22	1.4327	4262
ليون	6246	5.22	0.8154	3504
التقرير	6247	5.22	0.9322	3558
أتعني	6248	5.22	0.8154	7548
تزال	6249	5.22	0.6788	1941
بحجم	6250	5.22	0.7637	8400
خذه	6251	5.22	0.9100	2868
جاين	6252	5.22	0.8873	4410
مثلكم	6253	5.22	0.9957	8659
وضع	6254	5.22	0.8873	704
اللازم	6255	5.22	1.1119	2848
لورا	6256	5.22	0.7637	3146
نصف	6257	5.22	0.8873	535
تجعله	6258	5.22	0.7083	6659
كذلك	6259	5.22	0.6788	51
عندهم	6260	5.22	0.9100	3553
ين	6261	5.22	0.7365	7511
جيسي	6262	5.20	1.2454	3435
أسألك	6263	5.20	0.8081	1660
لينا	6264	5.20	0.4949	6138
اللتي	6265	5.20	0.6999	7101
عندئذ	6266	5.20	0.7559	7812
بيكر	6267	5.20	0.8806	3902
أقضي	6268	5.20	0.9258	5378
السنة	6269	5.20	0.8081	1079
لينكولن	6270	5.20	0.9035	6854
لفعل	6271	5.20	0.8571	2876
اخبره	6272	5.20	0.9258	5660
الدراسي	6273	5.20	1.0102	9871
القدامى	6274	5.20	1.1249	9968
جيمس	6275	5.20	0.6701	1061
يده	6276	5.20	0.7284	3997
الصف	6277	5.20	0.9035	1706
سؤال	6278	5.20	0.8081	916
بوك	6279	5.20	0.9689	8707
الزمن	6280	5.20	1.0880	2092
يقوله	6281	5.20	0.5714	3108
جيسيكا	6282	5.20	0.9035	5165
الحبل	6283	5.20	1.0102	3594
تقولها	6284	5.20	0.5714	8930
كنتي	6285	5.20	1.0102	1853
شيكاغو	6286	5.20	0.8330	2455
من	6287	5.20	0.8571	2
سلطة	6288	5.20	1.8844	4155
شأنك	6289	5.20	0.9476	3851
تتغير	6290	5.20	1.0498	3458
منا	6291	5.20	0.6061	630
اربعة	6292	5.20	0.4518	4098
لنعد	6293	5.20	0.7825	8284
أخبريني	6294	5.20	1.1952	1909
أتعرفين	6295	5.20	0.7825	1505
مور	6296	5.20	1.1429	4386
بينهم	6297	5.20	0.9258	4013
وقلت	6298	5.20	0.5345	5379
بمكان	6299	5.20	1.0690	3221
الخمس	6300	5.20	0.5714	6024
نتجه	6301	5.20	0.8806	9679
نحو	6302	5.20	0.7559	850
عليكى	6303	5.20	0.9035	4168
ليستر	6304	5.20	0.9035	9521
بنفس	6305	5.20	0.6701	1475
بشان	6306	5.20	0.5345	8327
بطلب	6307	5.20	0.7284	9579
باري	6308	5.20	0.9897	3042
وقبل	6309	5.20	0.7559	5856
هــذا	6310	5.20	0.5345	8567
هذه	6311	5.20	0.6389	22
تؤثر	6312	5.20	1.1066	8296
كلاي	6313	5.20	0.9897	6935
زي	6314	5.20	0.7825	3649
بعمر	6315	5.20	0.6999	2641
الآلهة	6316	5.20	2.1759	4737
ويلسون	6317	5.20	1.0102	4898
العمود	6318	5.20	0.9258	9633
سيبدو	6319	5.20	0.8571	6412
واحدة	6320	5.20	0.9258	152
شارلوت	6321	5.20	0.7559	5930
للبحث	6322	5.20	0.7284	2971
كله	6323	5.20	0.6701	620
الأثنان	6324	5.20	0.6999	7583
do	6325	5.20	1.0302	4866
نسخ	6326	5.20	0.7825	8855
ريتشيل	6327	5.20	0.5714	8750
الباقي	6328	5.20	1.1429	4985
فأنا	6329	5.20	0.4949	583
تيدي	6330	5.20	0.8081	4590
الخطوط	6331	5.20	0.8330	5516
تفحص	6332	5.20	1.0102	6762
اذن	6333	5.20	0.6061	631
قبلك	6334	5.20	0.9476	9623
أحيانا	6335	5.20	0.7825	1794
أتدري	6336	5.20	0.8330	7199
ستذهب	6337	5.20	0.8806	1345
جينيفر	6338	5.20	0.9476	5135
الذين	6339	5.20	0.7825	281
ثلاثه	6340	5.20	0.7559	3466
غرض	6341	5.20	1.0302	6101
وهناك	6342	5.20	0.6061	1460
عندها	6343	5.20	0.7284	1075
بالموضوع	6344	5.20	0.5345	6821
حدثت	6345	5.20	0.8571	2551
قدمك	6346	5.20	0.8081	4481
مرات	6347	5.20	0.6999	1101
أنـت	6348	5.20	0.8081	4361
يكونون	6349	5.20	0.6389	5478
ون	6350	5.20	0.8081	4449
مؤسسة	6351	5.20	1.0690	4196
إنت	6352	5.20	0.8081	9492
رقم	6353	5.20	0.6701	397
جيك	6354	5.20	0.7559	2765
احدا	6355	5.20	0.5345	4428
القاضى	6356	5.20	1.4428	7126
محددة	6357	5.20	0.9258	9750
أمريكي	6358	5.20	0.9689	4345
أجبني	6359	5.20	1.1249	9236
الظهيرة	6360	5.20	0.9897	6167
ننزل	6361	5.20	1.0880	9882
فينا	6362	5.20	0.7825	7202
يأخذ	6363	5.20	1.2289	1336
منكم	6364	5.20	0.6061	803
بمثابة	6365	5.20	0.7825	4306
حزام	6366	5.20	0.8806	5297
آخذه	6367	5.20	0.6701	9989
بوند	6368	5.20	1.3997	3880
غابة	6369	5.20	1.6903	6921
والتى	6370	5.20	0.9476	6186
مثلا	6371	5.20	0.6389	6265
تأخذ	6372	5.20	0.9476	808
ميلاني	6373	5.20	0.8330	8712
بعت	6374	5.20	1.0880	6503
بينكم	6375	5.20	0.6999	8166
وضعه	6376	5.20	0.8571	5737
بوجود	6377	5.20	0.6389	3533
قوم	6378	5.20	0.7825	6156
الثالثة	6379	5.20	0.8806	1361
بورتر	6380	5.20	0.8330	8536
تلو	6381	5.20	0.5345	5671
لديهم	6382	5.20	0.8330	498
ليندا	6383	5.20	1.1429	3744
قامت	6384	5.20	0.6061	2054
راج	6385	5.20	0.9258	6461
وكأن	6386	5.20	0.9258	3855
وكأنه	6387	5.20	0.6389	3155
وقت	6388	5.20	0.6061	132
وهذه	6389	5.20	0.7284	967
تسأل	6390	5.20	0.6389	2251
لارى	6391	5.20	0.6701	8415
اللذي	6392	5.20	0.8081	4550
سوى	6393	5.20	1.0102	903
أعدها	6394	5.20	0.9035	9916
سيلفيا	6395	5.20	0.7825	7755
حوالي	6396	5.18	0.5602	1064
هؤلاء	6397	5.18	0.5226	190
الحشد	6398	5.18	1.2728	8010
جرانت	6399	5.18	0.8965	7425
إنتهينا	6400	5.18	1.9240	7327
ريكي	6401	5.18	0.9624	4632
أيمي	6402	5.18	0.8254	8650
حدث	6403	5.18	1.1373	119
إيرل	6404	5.18	1.1192	8159
لهناك	6405	5.18	0.9833	4698
إيان	6406	5.18	0.5956	5932
ألديك	6407	5.18	0.6908	1677
ومع	6408	5.18	0.8003	1922
فترة	6409	5.18	0.7743	750
الآخرون	6410	5.18	1.0437	2889
تسعة	6411	5.18	0.7197	1897
سيمون	6412	5.18	0.9624	3274
ذات	6413	5.18	0.4819	629
بريت	6414	5.18	0.5602	8089
الامور	6415	5.18	0.7475	1247
اون	6416	5.18	0.5602	3371
الحكم	6417	5.18	1.2237	2824
سـوف	6418	5.18	0.8734	7892
سانت	6419	5.18	0.5602	3639
أمرك	6420	5.18	0.9833	4009
إريك	6421	5.18	1.0821	5877
اللغز	6422	5.18	1.0240	8215
هاهي	6423	5.18	1.0821	4958
غرانت	6424	5.18	0.7743	9520
ريتا	6425	5.18	0.9190	6850
أدعك	6426	5.18	0.6606	5854
طيلة	6427	5.18	0.8254	3396
السنوات	6428	5.18	1.1899	2254
فيه	6429	5.18	0.4375	204
سيطرة	6430	5.18	1.4941	7053
بعدها	6431	5.18	0.8254	1081
بعض	6432	5.18	0.9833	67
ثوان	6433	5.18	0.8254	6640
سكارليت	6434	5.18	1.1899	5677
انني	6435	5.18	0.5956	511
مونيكا	6436	5.18	1.0631	7489
اللذين	6437	5.18	0.5602	9517
العادة	6438	5.18	0.8965	5446
بشأنك	6439	5.18	0.8734	4421
الرقم	6440	5.18	0.5956	1388
القس	6441	5.18	1.5477	5182
كارلا	6442	5.18	0.9190	7221
خلاله	6443	5.18	0.6289	7844
بعضكما	6444	5.18	0.7475	8001
الساق	6445	5.18	0.8497	9749
والذى	6446	5.18	0.8734	6206
فيهم	6447	5.18	0.5956	3635
عليكم	6448	5.18	0.6289	963
للحمام	6449	5.18	1.0437	7504
انصت	6450	5.18	0.8497	5616
وخمسون	6451	5.18	0.4819	8410
أسم	6452	5.18	0.8965	4054
مناطق	6453	5.18	0.8254	8174
بعده	6454	5.18	0.8254	8798
قوله	6455	5.18	0.7475	1952
ضمن	6456	5.18	0.6606	2329
اسألك	6457	5.18	0.7743	6480
يوما	6458	5.18	0.6606	1397
أنهما	6459	5.18	0.5602	6056
دقيقتان	6460	5.18	0.6289	5952
الولاية	6461	5.18	1.4097	3531
باننا	6462	5.18	0.7197	9294
التعليمات	6463	5.18	1.0240	5708
تحركي	6464	5.18	0.9409	5624
حولها	6465	5.18	0.9833	5486
نهائي	6466	5.18	1.3952	7575
دونالد	6467	5.18	1.0631	5132
وهو	6468	5.18	0.8497	295
تينا	6469	5.18	1.1373	5506
الجزء	6470	5.18	0.5956	1130
سأريك	6471	5.18	1.1551	4041
المقعد	6472	5.18	0.9409	3672
تذهبوا	6473	5.18	0.7743	7423
إشارة	6474	5.18	1.2070	2144
بالنسبة	6475	5.18	0.4819	325
إخبار	6476	5.18	0.9624	7155
تانيا	6477	5.18	0.7475	7220
تونى	6478	5.18	0.8003	5228
ليقوم	6479	5.18	1.0631	9235
أحدا	6480	5.18	0.5226	3296
أعمق	6481	5.18	1.2728	7873
قلها	6482	5.18	1.0437	5103
إننى	6483	5.18	0.8734	2357
الفعل	6484	5.18	0.7197	6550
جاك	6485	5.18	1.0039	308
ليونارد	6486	5.18	0.4819	7349
بريا	6487	5.18	0.8497	5846
بديل	6488	5.18	1.1373	6781
أيوجد	6489	5.18	0.8254	7011
بأنني	6490	5.18	0.9409	685
آل	6491	5.18	1.0039	2576
لهذه	6492	5.18	0.6289	749
اعتقدت	6493	5.18	0.8497	785
ماغي	6494	5.18	1.0437	9389
ماركو	6495	5.18	1.1373	4936
وعلى	6496	5.18	0.5602	1865
أبلغ	6497	5.18	1.2237	7233
محارب	6498	5.18	1.7225	7284
اخرى	6499	5.18	1.0039	480
هلم	6500	5.18	1.2070	5602
سلة	6501	5.18	0.8003	8276
نلقي	6502	5.18	0.8734	9741
المركزية	6503	5.18	1.2728	3629
لأننى	6504	5.18	0.6606	2336
وضعنا	6505	5.18	0.7743	5898
huh	6506	5.18	1.2567	4970
هانا	6507	5.18	1.2070	4147
البقر	6508	5.18	1.3354	3114
الغربي	6509	5.16	1.1669	5051
المدى	6510	5.16	0.7656	6031
ثلاثون	6511	5.16	0.7656	3499
جيمى	6512	5.16	0.6503	3305
بوصة	6513	5.16	0.5841	9005
أرضية	6514	5.16	0.7103	9127
ذاهب	6515	5.16	0.9553	662
لعدة	6516	5.16	0.6809	4776
بشأنه	6517	5.16	0.5481	2364
عامين	6518	5.16	1.1493	5338
بها	6519	5.16	0.7103	139
دور	6520	5.16	0.6181	1371
يفترض	6521	5.16	0.9337	1294
تومى	6522	5.16	0.7103	7593
تبيع	6523	5.16	1.1669	5343
خلالها	6524	5.16	0.7103	8753
دافيد	6525	5.16	0.6181	7820
الأحد	6526	5.16	1.1493	2605
أمري	6527	5.16	1.0759	7230
تظن	6528	5.16	0.7103	661
للداخل	6529	5.16	0.6503	2128
لجعل	6530	5.16	0.5841	5246
وبينك	6531	5.16	0.5095	8854
عليكما	6532	5.16	0.7656	7071
السائل	6533	5.16	0.8418	9033
وأنتم	6534	5.16	0.5095	4861
ألبرت	6535	5.16	0.9337	4188
عادي	6536	5.16	0.7918	2667
اليس	6537	5.16	0.8172	350
أبالي	6538	5.16	1.0947	9224
وضعها	6539	5.16	0.9553	6331
العد	6540	5.16	0.7384	5340
اليها	6541	5.16	0.5095	2369
روني	6542	5.16	0.9337	3125
حوله	6543	5.16	0.8172	3144
أنفسهم	6544	5.16	0.7103	2878
تبحث	6545	5.16	0.7918	1182
ذلك	6546	5.16	0.7656	12
عرضي	6547	5.16	1.1132	8541
ليز	6548	5.16	0.9971	4662
إنهـا	6549	5.16	0.6503	4694
بينى	6550	5.16	0.5841	6088
ليوم	6551	5.16	0.6503	4173
ذراعه	6552	5.16	0.5841	8824
ثمان	6553	5.16	0.9765	5858
قوموا	6554	5.16	0.8418	7818
السادسة	6555	5.16	0.7656	2126
بقى	6556	5.16	0.9116	6243
كيرا	6557	5.16	1.0947	3584
اندي	6558	5.16	1.2993	8913
أنتما	6559	5.16	0.5841	1358
حاولنا	6560	5.16	1.0174	5334
شأنه	6561	5.16	0.7103	7909
علبة	6562	5.16	0.6181	3789
gonna	6563	5.16	0.8172	9036
حساب	6564	5.16	0.9971	2995
أسرار	6565	5.16	1.2014	6791
أرجو	6566	5.16	1.3303	2082
تيك	6567	5.16	0.9765	9616
إتش	6568	5.16	0.6809	5365
جونى	6569	5.16	0.7656	5609
المجلس	6570	5.16	0.9971	3543
منها	6571	5.16	0.6181	373
مرت	6572	5.16	0.8172	3468
بالنسبه	6573	5.16	0.6181	3732
منك	6574	5.16	0.5095	197
الخمسة	6575	5.16	0.4219	5475
جونسون	6576	5.16	0.8889	4260
بالطابق	6577	5.16	0.9553	6775
المختلفة	6578	5.16	0.9971	8991
سترى	6579	5.16	1.2014	3918
اكن	6580	5.16	0.7103	1394
قسم	6581	5.16	1.0947	1215
بحال	6582	5.16	0.7918	8744
أجزاء	6583	5.16	0.7656	5880
سألتك	6584	5.16	0.5481	6597
تيفاني	6585	5.16	1.0373	9874
الدرجة	6586	5.16	0.9553	1861
الثامنة	6587	5.16	0.7656	2237
جوانا	6588	5.16	0.8418	8697
الدرس	6589	5.16	1.0568	5387
سته	6590	5.16	0.9553	7988
بيري	6591	5.16	0.8418	5954
بيلى	6592	5.16	0.8172	4792
يسيطر	6593	5.16	1.4337	8829
لورانس	6594	5.16	1.0174	7024
العشرون	6595	5.16	0.8418	8995
أبحث	6596	5.16	0.7656	951
بتغيير	6597	5.16	0.9116	7515
ستقول	6598	5.16	0.9337	4165
ظننت	6599	5.16	1.0568	752
أنتظرى	6600	5.16	1.0174	7485
اتبع	6601	5.16	0.7918	8000
بأني	6602	5.16	0.6503	920
بطاقة	6603	5.16	1.0373	1834
إلين	6604	5.16	0.9765	9035
نكن	6605	5.16	0.5481	2706
يخرج	6606	5.16	1.3456	1333
تنفذ	6607	5.16	1.0568	9635
العنق	6608	5.16	1.2182	9200
أننى	6609	5.16	0.5481	455
اليومية	6610	5.16	0.6809	9332
التحمل	6611	5.16	1.1843	9451
بمثل	6612	5.16	0.9765	3086
حالها	6613	5.16	0.7656	7535
جيسون	6614	5.16	0.4677	5311
إنتباه	6615	5.16	0.8418	5266
الباردة	6616	5.16	1.3303	9081
بينك	6617	5.16	0.7918	3745
تلك	6618	5.16	0.5481	63
أخمن	6619	5.16	0.9765	4419
أنى	6620	5.16	0.6503	1029
عندكم	6621	5.16	0.5095	8357
أعرض	6622	5.16	1.1132	6105
شـيء	6623	5.16	0.6809	4891
أيهما	6624	5.16	0.7384	9707
they	6625	5.16	1.2182	9610
اتجاه	6626	5.16	0.5841	6235
معة	6627	5.16	0.6809	8411
داعي	6628	5.16	0.9116	2046
مالكولم	6629	5.16	1.0174	7995
أربعون	6630	5.16	0.9971	7259
مثل	6631	5.16	0.7918	69
نداء	6632	5.16	1.2675	4238
ويجب	6633	5.16	0.9765	2194
واحد	6634	5.16	0.7918	104
قدمه	6635	5.16	0.6181	9578
تقومين	6636	5.16	0.6503	3966
تأخذه	6637	5.16	0.9765	7245
سونيا	6638	5.16	1.2993	5847
يقولوا	6639	5.16	0.7918	8544
يقولونه	6640	5.16	0.5095	9929
الذي	6641	5.16	0.5481	37
رودي	6642	5.16	0.6503	7019
محمل	6643	5.16	0.8889	7319
الأقدام	6644	5.14	0.7827	5700
الأصغر	6645	5.14	1.0104	7228
ستان	6646	5.14	0.9899	2840
فأنت	6647	5.14	0.6064	1100
الاثنين	6648	5.14	0.7287	2229
أظنك	6649	5.14	0.8809	5994
الخامس	6650	5.14	0.8332	2755
لأننا	6651	5.14	0.6064	1415
الاسئلة	6652	5.14	1.4984	9796
الخطب	6653	5.14	1.1954	2493
إيثان	6654	5.14	0.8809	4935
رائحتك	6655	5.14	1.3554	7141
with	6656	5.14	0.7827	4049
لوس	6657	5.14	0.6064	1195
نوعية	6658	5.14	0.7287	7682
ولذلك	6659	5.14	0.7827	3631
ثمنها	6660	5.14	0.9899	7194
بأحد	6661	5.14	0.4522	4124
المحلية	6662	5.14	0.9691	5603
اطلاق	6663	5.14	1.1782	2924
حينها	6664	5.14	0.7827	1556
المطلوب	6665	5.14	0.8332	4050
أنصت	6666	5.14	1.1430	5620
طوال	6667	5.14	0.9260	290
بإعادة	6668	5.14	1.1782	9334
جوليان	6669	5.14	0.8332	5254
للخارج	6670	5.14	1.1782	1777
فقلت	6671	5.14	0.5349	9272
بروس	6672	5.14	0.9260	2456
القرن	6673	5.14	0.6392	2674
أيضآ	6674	5.14	0.6704	9733
الحذاء	6675	5.14	1.2456	4181
إليها	6676	5.14	0.5349	939
حان	6677	5.14	0.8084	538
عريف	6678	5.14	1.2124	8741
بأنك	6679	5.14	0.7562	343
تكن	6680	5.14	0.6392	286
مازالوا	6681	5.14	0.8084	8450
الموقف	6682	5.14	1.0304	1805
إلـى	6683	5.14	0.5349	2987
كأني	6684	5.14	0.7562	8458
هذة	6685	5.14	0.5349	406
أتظنين	6686	5.14	0.9478	8440
تخبر	6687	5.14	0.7562	2367
حذاء	6688	5.14	1.2456	3853
منكما	6689	5.14	0.7001	6166
الجبهة	6690	5.14	1.1250	9349
بدل	6691	5.14	1.1430	7481
here	6692	5.14	0.8809	8336
الكونت	6693	5.14	1.1068	8689
لآخر	6694	5.14	0.7287	4119
صيني	6695	5.14	1.1430	8562
مارتن	6696	5.14	0.6704	1939
واي	6697	5.14	0.6064	5687
انتظري	6698	5.14	1.1068	966
هـذه	6699	5.14	0.4522	4202
روبرت	6700	5.14	0.8574	1508
ترايسي	6701	5.14	0.4522	6808
بينكما	6702	5.14	0.7287	8477
الثانيه	6703	5.14	0.9260	6780
أنهي	6704	5.14	0.8809	4849
اسابيع	6705	5.14	1.0882	5505
اترى	6706	5.14	0.7001	6886
بداخلها	6707	5.14	0.6064	5496
وقتا	6708	5.14	0.7001	2209
by	6709	5.14	1.0304	1545
هيوستن	6710	5.14	1.0882	6351
ديزي	6711	5.14	0.6704	5644
يتبقى	6712	5.14	0.7562	5243
العضو	6713	5.14	0.8809	8874
لثانية	6714	5.14	0.6704	5432
بيل	6715	5.14	0.8084	947
إلى	6716	5.14	0.3505	17
در	6717	5.14	1.0500	4515
قضيت	6718	5.14	1.0882	2146
أدلة	6719	5.14	1.1954	7815
just	6720	5.14	1.0104	5492
المواد	6721	5.14	0.7001	4051
المحلي	6722	5.14	0.8332	9977
طبقا	6723	5.14	0.5349	6465
لازلت	6724	5.14	0.9037	2830
والتر	6725	5.14	0.9691	1785
الخامسة	6726	5.14	0.7001	2056
جزءا	6727	5.14	0.7562	9510
روجر	6728	5.14	0.5349	2616
وعشرون	6729	5.14	0.5349	3002
أسباب	6730	5.14	0.6392	6485
كأنني	6731	5.14	0.5718	5760
فكل	6732	5.14	0.5349	7689
يكونوا	6733	5.14	0.6064	1190
وكل	6734	5.14	0.6064	823
بوي	6735	5.14	1.3852	7252
علينا	6736	5.14	0.8332	158
نوع	6737	5.14	0.6064	352
يقال	6738	5.14	0.8332	4008
الخلفية	6739	5.14	0.9899	4659
تحتاجون	6740	5.14	1.0882	8573
المخزن	6741	5.14	1.2618	4940
وايضا	6742	5.14	0.4953	9729
بشأنها	6743	5.14	0.7001	6246
جانبا	6744	5.14	0.9260	5119
الثلاثة	6745	5.14	0.8084	2058
والنصف	6746	5.14	0.4953	4639
مورغان	6747	5.14	0.9899	5809
سنتين	6748	5.14	0.9037	3071
لهؤلاء	6749	5.14	0.6704	4355
وقام	6750	5.14	0.6392	7842
one	6751	5.14	1.1068	7624
لأني	6752	5.14	0.5349	783
بينما	6753	5.14	0.6392	446
الغرب	6754	5.14	1.2291	3945
مرة	6755	5.14	0.8809	116
التحكم	6756	5.14	1.6783	2033
بأنها	6757	5.14	0.7562	1049
بيرسي	6758	5.14	0.6064	7143
كونور	6759	5.14	0.8332	6585
كهذا	6760	5.14	0.6704	855
كيتي	6761	5.14	0.7001	4189
يدفعون	6762	5.14	0.9691	5538
رايموند	6763	5.12	0.9823	6458
أخذته	6764	5.12	0.7990	7057
تكمن	6765	5.12	0.7730	9643
دورة	6766	5.12	0.9823	3750
أنها	6767	5.12	0.3854	140
قالته	6768	5.12	0.9613	6187
لأن	6769	5.12	0.9398	203
ماكس	6770	5.12	0.8485	889
كلاهما	6771	5.12	0.4798	2584
يكفي	6772	5.12	1.0428	539
اربع	6773	5.12	0.6590	5488
اولئك	6774	5.12	0.5584	7498
جوردن	6775	5.12	0.7183	6228
بمرور	6776	5.12	0.5938	8319
جوناثان	6777	5.12	0.6893	7085
مارتى	6778	5.12	1.0029	9738
رأسه	6779	5.12	0.8722	1837
قـد	6780	5.12	0.4352	9306
داعى	6781	5.12	0.7183	7468
ذو	6782	5.12	0.3854	938
أهو	6783	5.12	0.8722	2683
هذين	6784	5.12	0.5938	5626
بالضرورة	6785	5.12	1.0812	9409
بمن	6786	5.12	0.6273	4290
أنتوني	6787	5.12	0.5584	8119
اننا	6788	5.12	0.5584	554
أخذها	6789	5.12	1.2229	4903
قواعد	6790	5.12	0.9398	3714
بأننا	6791	5.12	0.4798	1162
كودي	6792	5.12	0.6273	6528
وواحد	6793	5.12	0.4352	9197
احدى	6794	5.12	0.5938	4528
الأخبار	6795	5.12	0.9398	1277
حيث	6796	5.12	0.5584	251
ليني	6797	5.12	0.4352	7109
حالتها	6798	5.12	0.6893	9852
قدميك	6799	5.12	0.7183	5057
الهنود	6800	5.12	1.0029	5581
الحراسة	6801	5.12	1.1891	7407
فهي	6802	5.12	0.5206	1886
قلتي	6803	5.12	0.9613	4062
السؤال	6804	5.12	0.8485	1008
أما	6805	5.12	1.1364	1163
تيد	6806	5.12	0.9179	2847
علـى	6807	5.12	0.4352	2232
يورك	6808	5.12	0.6590	4465
وحدات	6809	5.12	0.7730	8261
on	6810	5.12	0.8722	2871
العاشر	6811	5.12	1.0999	9599
لانى	6812	5.12	0.6590	6726
ستيوارت	6813	5.12	1.0622	3736
ركبتيك	6814	5.12	0.9179	7249
سؤالا	6815	5.12	0.9179	8857
مارثا	6816	5.12	1.0029	5448
عندما	6817	5.12	0.5206	48
أتسائل	6818	5.12	1.0428	2085
فـي	6819	5.12	0.4798	1574
هيلي	6820	5.12	0.9613	9656
