Word	Havg	StDev	GoogleRank
资方	5520	5.12	1.0029	9490
担	5521	5.12	1.2395	3693
视听	5522	5.12	1.2229	8641
词汇	5523	5.12	0.9613	3836
请示	5524	5.12	1.3346	6332
岛	5525	5.12	1.2061	2354
同样	5526	5.12	1.0622	847
工程	5527	5.12	1.2558	484
样品	5528	5.12	1.2558	6225
同上	5529	5.12	1.2720	5527
全权	5530	5.12	1.4090	7561
商议	5531	5.12	1.0999	9113
气温	5532	5.12	1.0428	8269
筹建	5533	5.12	1.1183	5695
部委	5534	5.12	0.9398	9517
毕竟	5535	5.12	0.9179	2532
状	5536	5.12	0.6590	3645
己	5537	5.12	1.2558	649
运输	5538	5.12	1.0999	954
无线电	5539	5.12	0.8485	4346
支队	5540	5.12	1.0812	7048
改造	5541	5.12	1.3649	691
气候	5542	5.12	1.0999	2158
考验	5543	5.12	1.2229	3604
一举	5544	5.12	0.7183	8048
般	5545	5.12	0.9613	2780
气体	5546	5.12	0.8241	5657
taiwan	5547	5.12	1.4934	5452
编制	5548	5.12	0.9179	1735
不动产	5549	5.12	1.5990	7420
反日	5550	5.12	1.8913	9949
章节	5551	5.12	0.7461	6714
抉择	5552	5.12	1.4090	6091
价	5553	5.12	0.7730	969
per	5554	5.12	1.0999	9506
至今	5555	5.12	0.7183	1662
形态	5556	5.12	0.9823	1014
也有	5557	5.12	0.9179	540
参政	5558	5.12	1.0029	5326
当即	5559	5.12	1.3346	7046
从属	5560	5.12	1.1542	9183
供求	5561	5.12	0.8953	2742
开采	5562	5.12	1.0999	4298
纵向	5563	5.12	0.8241	5185
行人	5564	5.12	0.8953	9099
法人	5565	5.12	1.1718	2035
纲	5566	5.12	0.8953	9296
海防	5567	5.12	1.0622	9609
建成	5568	5.12	1.0812	2195
央行	5569	5.12	0.9179	9375
财政	5570	5.12	1.3498	394
部	5571	5.12	0.5584	124
邮政	5572	5.12	0.7730	3697
办公	5573	5.12	1.0230	1956
直到	5574	5.12	0.7730	1604
考古	5575	5.12	1.1364	2202
农产品	5576	5.12	1.1542	1456
济	5577	5.12	0.8241	930
通商	5578	5.12	1.1542	7117
察	5579	5.12	1.3037	3212
警察	5580	5.12	1.2061	2709
员工	5581	5.12	1.2061	2668
进军	5582	5.12	1.0029	4385
部署	5583	5.12	1.1542	2220
录像	5584	5.12	1.4658	7089
专攻	5585	5.12	1.3944	8516
言语	5586	5.12	1.4090	6148
广度	5587	5.12	1.2061	5505
步	5588	5.12	1.0029	1183
一部分	5589	5.12	0.8241	699
登	5590	5.12	1.0999	3958
教程	5591	5.12	1.1183	9957
学派	5592	5.12	1.1891	4497
律	5593	5.12	1.3192	2041
代	5594	5.12	0.7730	793
受众	5595	5.12	1.2879	8233
招待所	5596	5.12	1.0622	8757
中小	5597	5.12	0.8485	1981
雨	5598	5.12	1.3498	4475
转折	5599	5.12	1.5990	4639
個人	5600	5.12	0.8241	8260
开工	5601	5.12	1.2061	6049
控件	5602	5.12	1.1364	9507
清真寺	5603	5.12	0.9823	8669
其余	5604	5.12	1.0812	2070
过境	5605	5.12	1.1718	8576
厂房	5606	5.12	1.1183	5965
单产	5607	5.12	0.8485	8326
先例	5608	5.12	1.2229	7642
柜台	5609	5.12	1.1364	7458
演变	5610	5.12	1.0622	2751
转发	5611	5.12	1.1183	7001
同盟	5612	5.12	1.0999	3651
家务	5613	5.12	1.0812	8015
当前	5614	5.12	0.8953	904
职务	5615	5.12	1.0622	1356
总体	5616	5.12	0.8953	1240
初稿	5617	5.12	0.9398	6969
越	5618	5.12	1.3797	410
环境	5619	5.12	1.5862	267
朝	5620	5.12	1.2720	3005
月份	5621	5.12	0.7183	2104
手下	5622	5.12	1.1891	9012
接连	5623	5.12	1.2229	9015
kong	5624	5.12	1.3192	9610
历	5625	5.12	1.1364	2757
好久	5626	5.12	1.5070	9803
他们	5627	5.12	1.2558	53
会同	5628	5.12	1.0230	4419
备案	5629	5.12	1.1542	6071
记者	5630	5.12	0.9613	1425
this	5631	5.12	1.3037	3942
静止	5632	5.12	1.0999	7382
竞赛	5633	5.12	1.2720	3443
他国	5634	5.12	0.7461	8247
起草	5635	5.12	0.8722	3196
辩论	5636	5.12	1.1891	3489
基数	5637	5.12	0.7730	8701
权	5638	5.12	1.3944	305
步行	5639	5.12	1.4934	8739
累计	5640	5.12	1.0812	4184
设置	5641	5.12	1.6243	1392
商界	5642	5.12	1.1891	6352
西北	5643	5.12	1.2720	2351
普通话	5644	5.12	1.1718	6267
机	5645	5.12	1.0428	651
瞬间	5646	5.12	1.1364	6266
林	5647	5.12	1.1718	1820
销路	5648	5.12	1.2395	7106
饲养	5649	5.12	0.7730	4861
后劲	5650	5.12	1.2395	6155
遗传	5651	5.12	1.3346	3949
全校	5652	5.12	1.0812	8785
在京	5653	5.12	0.8241	5251
顾及	5654	5.12	1.0029	9418
十日	5655	5.12	0.8953	2384
有期	5656	5.12	1.1364	4015
尾巴	5657	5.12	1.2558	9038
响	5658	5.12	1.0029	1846
目睹	5659	5.12	1.0622	6298
笔	5660	5.12	1.0999	2525
交易所	5661	5.12	0.7990	3304
大臣	5662	5.12	1.1183	3970
教科书	5663	5.12	1.2558	4400
批复	5664	5.12	1.0622	7353
对方	5665	5.12	0.9179	2519
家电	5666	5.12	1.2061	8327
年龄	5667	5.12	1.1542	1562
开设	5668	5.12	1.0812	4075
躺	5669	5.12	1.1542	6340
录音	5670	5.12	1.0428	6012
贡	5671	5.12	1.2229	4974
period	5672	5.12	1.3498	7583
马克思	5673	5.12	1.3192	738
命	5674	5.12	1.1364	1477
对待	5675	5.12	1.0428	1865
子弟	5676	5.12	0.9398	7946
板	5677	5.12	1.3346	3085
欧盟	5678	5.12	1.0428	9953
塔	5679	5.12	1.0428	3789
填	5680	5.12	1.3498	7208
流向	5681	5.12	1.0029	5040
头	5682	5.12	1.0622	1575
那	5683	5.12	1.2229	229
消息	5684	5.12	1.3192	1285
临	5685	5.12	0.9613	5676
预算	5686	5.12	0.8722	1180
交换机	5687	5.12	1.2879	8812
含有	5688	5.12	1.0812	4393
体内	5689	5.12	1.1364	7427
接着	5690	5.12	0.9398	2678
存储器	5691	5.12	0.9823	7754
交易	5692	5.12	1.3498	887
т	5693	5.12	1.2720	6084
一下	5694	5.12	0.6893	1176
一些	5695	5.12	1.2558	140
调制	5696	5.12	1.3346	9787
论文	5697	5.12	1.0428	2628
收购	5698	5.12	1.1718	1529
初三	5699	5.12	1.1183	9410
慎重	5700	5.12	1.3944	5471
副刊	5701	5.12	1.1364	8451
模拟	5702	5.12	1.0812	3699
要件	5703	5.12	1.1542	8162
基准	5704	5.12	0.5584	5344
国土	5705	5.12	1.3346	4253
马歇尔	5706	5.12	0.9179	6856
报社	5707	5.12	1.1364	5382
医治	5708	5.12	1.3797	9123
含量	5709	5.12	1.1183	4772
村镇	5710	5.12	0.8953	7868
一次	5711	5.12	0.5938	301
民國	5712	5.12	1.2879	8931
渐	5713	5.12	1.1183	4913
信箱	5714	5.12	1.4234	9979
土壤	5715	5.12	1.1718	2834
里程	5716	5.12	0.8485	7945
做人	5717	5.12	0.8241	8374
预备役	5718	5.12	1.3944	7423
椭圆	5719	5.12	1.1891	6304
流派	5720	5.12	1.2558	5573
缓	5721	5.12	0.8485	5571
years	5722	5.12	0.9613	8190
分钟	5723	5.12	0.9823	4997
字符	5724	5.12	0.9179	6021
细则	5725	5.10	1.1112	3731
数据库	5726	5.10	1.0351	3142
乡镇	5727	5.10	1.1995	974
斯洛伐克	5728	5.10	1.3132	6603
应对	5729	5.10	1.1473	4009
东南亚	5730	5.10	1.0546	3054
五四	5731	5.10	1.4178	3056
社员	5732	5.10	0.9530	4151
主任	5733	5.10	0.9949	1116
根源	5734	5.10	1.2330	2898
多边	5735	5.10	1.3132	4617
缔造	5736	5.10	1.3740	9505
要素	5737	5.10	1.0546	1693
执行	5738	5.10	1.1995	366
要么	5739	5.10	1.1824	5906
在下	5740	5.10	0.9742	5128
搬	5741	5.10	1.0351	7557
此间	5742	5.10	0.6468	8834
纵深	5743	5.10	1.0152	7995
中午	5744	5.10	0.6776	6838
改编	5745	5.10	0.9530	6972
应该	5746	5.10	1.2817	362
品种	5747	5.10	1.2495	2197
谁	5748	5.10	1.0738	1805
租金	5749	5.10	1.5286	4116
情形	5750	5.10	1.0546	1313
五大	5751	5.10	0.9091	4250
有的是	5752	5.10	1.0546	4176
外面	5753	5.10	1.2164	4643
复制	5754	5.10	1.2976	3927
住所	5755	5.10	1.0152	8277
牧	5756	5.10	0.8864	3845
或许	5757	5.10	1.0351	3818
模式	5758	5.10	1.0351	821
出入	5759	5.10	0.7354	8490
起义	5760	5.10	1.5017	2248
法制	5761	5.10	1.2976	1615
数额	5762	5.10	1.1995	2772
磁盘	5763	5.10	0.9742	8329
number	5764	5.10	1.1473	6652
楼梯	5765	5.10	0.9742	9566
对外	5766	5.10	0.9949	763
一例	5767	5.10	1.0546	7474
時	5768	5.10	1.0926	3965
句法	5769	5.10	0.7354	9257
兵	5770	5.10	1.2976	3344
歲	5771	5.10	1.1294	7994
小商品	5772	5.10	1.0152	8617
止境	5773	5.10	0.9313	9294
以期	5774	5.10	0.9530	5441
贵州	5775	5.10	0.9949	4487
布置	5776	5.10	0.9313	5003
宿舍	5777	5.10	1.0546	5125
人力	5778	5.10	1.4178	1777
缔结	5779	5.10	1.1824	5306
接近	5780	5.10	1.2657	1989
用工	5781	5.10	1.1294	7536
史	5782	5.10	0.9530	883
松	5783	5.10	1.0152	5545
结算	5784	5.10	0.9949	2665
后方	5785	5.10	1.2330	4565
自身	5786	5.10	1.0926	922
秘书	5787	5.10	0.7890	1355
嘴	5788	5.10	1.1995	9470
表决	5789	5.10	1.0738	5025
校	5790	5.10	0.9530	1188
网站	5791	5.10	0.8631	4550
用	5792	5.10	0.8631	132
镇	5793	5.10	0.6776	2572
安排	5794	5.10	1.0152	771
主义	5795	5.10	0.9530	29
何等	5796	5.10	0.9742	9543
参数	5797	5.10	1.1824	3239
理应	5798	5.10	1.1650	8850
沉思	5799	5.10	1.3740	8430
数目	5800	5.10	0.5051	4279
练习	5801	5.10	0.9742	4318
透露	5802	5.10	1.5682	4875
高低	5803	5.10	1.1294	3792
上旬	5804	5.10	0.8631	6628
侯	5805	5.10	1.1995	3665
美方	5806	5.10	1.5017	7159
杠杆	5807	5.10	0.8631	3471
institution	5808	5.10	1.4178	8391
设法	5809	5.10	1.0738	4234
定	5810	5.10	1.0152	466
de	5811	5.10	0.9742	6336
厘	5812	5.10	0.9091	3058
沙	5813	5.10	1.1294	5242
血统	5814	5.10	0.7354	9760
市民	5815	5.10	1.1294	2554
密度	5816	5.10	1.0152	3972
态势	5817	5.10	1.3439	3974
小队	5818	5.10	0.7890	9389
越南	5819	5.10	1.2495	2581
数字	5820	5.10	0.8144	1650
献身	5821	5.10	1.4743	6613
电流	5822	5.10	0.5803	9468
年末	5823	5.10	1.5419	3547
再版	5824	5.10	1.1112	8685
卡车	5825	5.10	1.2330	6741
调动	5826	5.10	1.1294	2063
河西	5827	5.10	0.7626	8379
雇用	5828	5.10	1.3286	6726
里斯	5829	5.10	0.8631	7381
when	5830	5.10	0.8864	8493
街	5831	5.10	0.9530	4203
自我	5832	5.10	1.1995	1158
世纪	5833	5.10	0.9949	451
各省	5834	5.10	1.2495	3041
插入	5835	5.10	1.1473	6711
市政	5836	5.10	1.2976	4226
机电	5837	5.10	1.0152	4869
方面	5838	5.10	0.7354	70
众议院	5839	5.10	1.0152	9369
认为	5840	5.10	0.6468	148
辈	5841	5.10	1.0152	9364
al	5842	5.10	0.5051	5826
吸取	5843	5.10	1.4178	3537
公告	5844	5.10	0.9530	3814
深	5845	5.10	1.2657	1028
纳入	5846	5.10	1.0546	3055
裤	5847	5.10	1.1650	8651
by	5848	5.10	0.8864	2575
pp	5849	5.10	0.9949	8907
惯例	5850	5.10	0.9091	3907
矿物	5851	5.10	0.9949	6126
形容词	5852	5.10	1.2817	9887
县城	5853	5.10	0.7354	3968
构造	5854	5.10	0.8391	3692
杯	5855	5.10	0.9313	7905
班	5856	5.10	0.8391	1376
另外	5857	5.10	1.1824	944
季度	5858	5.10	1.4178	3292
类别	5859	5.10	0.4629	4254
双重	5860	5.10	1.1995	3371
地势	5861	5.10	0.6776	9090
转折点	5862	5.10	1.3887	7043
火力	5863	5.10	1.1112	7503
海事	5864	5.10	0.8631	7900
老人	5865	5.10	1.3590	2555
潜在	5866	5.10	1.2976	2891
评判	5867	5.10	1.2657	6920
劝说	5868	5.10	1.4178	8291
初版	5869	5.10	0.9530	6074
有点	5870	5.10	0.9091	2981
差不多	5871	5.10	1.0926	2661
用地	5872	5.10	1.0351	4275
文本	5873	5.10	0.9313	3018
自治区	5874	5.10	0.7071	2337
分工	5875	5.10	1.4463	2029
迄今	5876	5.10	1.3740	3539
少见	5877	5.10	1.2657	5454
有线	5878	5.10	1.0546	5736
当成	5879	5.10	1.0152	5955
成套	5880	5.10	0.8864	6009
com	5881	5.10	1.1824	9819
鉴定	5882	5.10	1.5286	2506
三峡	5883	5.10	1.3132	6758
口	5884	5.10	0.7626	1359
猛烈	5885	5.10	1.3887	5049
草案	5886	5.10	0.9313	1912
可谓	5887	5.10	0.8144	5723
专区	5888	5.10	1.1824	7926
丝毫	5889	5.10	0.9313	5915
育龄	5890	5.10	1.2657	8574
边界	5891	5.10	0.8631	2768
表述	5892	5.10	0.8144	3390
挥	5893	5.10	0.8144	3760
年	5894	5.10	0.9530	7
促	5895	5.10	1.0546	4114
农耕	5896	5.10	1.2164	9821
微	5897	5.10	1.3132	4303
单据	5898	5.10	1.0152	9614
农用	5899	5.10	1.0152	6527
进货	5900	5.10	1.0546	8424
造船	5901	5.10	0.8144	6435
一群	5902	5.10	0.6145	4559
衡量	5903	5.10	1.0152	2708
衡	5904	5.10	1.0546	4173
场合	5905	5.10	0.9742	3550
普通	5906	5.10	0.9949	1464
然	5907	5.10	1.1995	947
捉摸	5908	5.10	1.2164	9564
胡	5909	5.10	0.9742	5400
导演	5910	5.10	1.0152	4501
皆	5911	5.10	1.2657	5138
公使	5912	5.10	1.3887	8248
赫	5913	5.10	1.2164	4337
口语	5914	5.10	1.2657	8079
决议	5915	5.10	1.1112	1242
围绕	5916	5.10	1.2164	2359
一个	5917	5.10	0.7354	24
平民	5918	5.10	1.1294	3830
基点	5919	5.10	1.2164	8457
耳	5920	5.10	0.5440	6518
发动	5921	5.10	1.2976	1626
洲	5922	5.10	0.8864	3148
原材料	5923	5.10	1.0152	2092
小时	5924	5.10	0.7890	1272
合作社	5925	5.10	0.9091	1960
多方	5926	5.10	1.2330	6062
节制	5927	5.10	1.4743	7731
勘探	5928	5.10	0.9742	5263
消防	5929	5.10	1.1650	4404
钟头	5930	5.10	0.8631	9668
启	5931	5.10	1.4033	8037
调	5932	5.10	0.9091	1560
內容	5933	5.10	0.8864	6512
登录	5934	5.10	0.8391	9164
带	5935	5.10	0.9949	469
职员	5936	5.10	0.7626	4096
立体	5937	5.10	0.9313	7679
善后	5938	5.10	1.4033	8871
体裁	5939	5.10	1.0351	6591
经常	5940	5.10	0.8864	1061
的	5941	5.10	0.7890	1
签	5942	5.10	1.1650	5021
路程	5943	5.10	1.1824	6878
街头	5944	5.10	0.8144	6645
人次	5945	5.10	0.7626	5608
社	5946	5.10	0.6145	382
加密	5947	5.10	1.0152	8695
论点	5948	5.10	0.7890	4442
been	5949	5.10	0.7071	6851
真空	5950	5.10	1.2330	8853
介质	5951	5.10	0.9313	8437
改动	5952	5.08	1.0270	7840
洛	5953	5.08	0.9223	3011
暂行	5954	5.08	1.1036	2397
东	5955	5.08	1.2752	1306
К	5956	5.08	1.2752	8538
磋商	5957	5.08	1.1578	5439
公司	5958	5.08	0.9864	90
窗口	5959	5.08	0.9442	3238
西南	5960	5.08	1.1400	2622
办公室	5961	5.08	1.2752	1491
样	5962	5.08	0.6652	669
讲求	5963	5.08	1.1220	6825
凭	5964	5.08	1.4119	4444
改写	5965	5.08	1.2591	8771
原始	5966	5.08	1.4546	1386
式	5967	5.08	1.0467	709
软件	5968	5.08	1.3679	1932
一代	5969	5.08	0.7239	1988
总路线	5970	5.08	1.0850	5764
if	5971	5.08	0.8769	5960
受理	5972	5.08	1.1400	3211
state	5973	5.08	0.9442	7172
对本	5974	5.08	0.7516	4695
原型	5975	5.08	1.0069	8244
把手	5976	5.08	0.8999	7634
姓氏	5977	5.08	0.6952	8723
卷	5978	5.08	0.6652	791
由来	5979	5.08	0.7239	9504
西洋	5980	5.08	1.4686	5426
技术	5981	5.08	1.4961	82
原	5982	5.08	1.0467	869
星期	5983	5.08	1.0467	2102
基调	5984	5.08	1.1220	9510
走廊	5985	5.08	0.8999	6722
寻常	5986	5.08	1.1220	6285
阿尔及利亚	5987	5.08	1.1925	8621
领域	5988	5.08	1.0660	647
射击	5989	5.08	0.9442	5972
公有	5990	5.08	1.0270	4218
印发	5991	5.08	0.7783	4733
中央	5992	5.08	1.5887	185
息	5993	5.08	0.9223	1888
派遣	5994	5.08	0.9655	5074
似乎	5995	5.08	0.8041	889
日后	5996	5.08	1.0270	6535
执照	5997	5.08	1.4263	4420
论断	5998	5.08	1.1220	4720
仪器	5999	5.08	0.6337	3128
部族	6000	5.08	1.1036	8466
符	6001	5.08	0.7516	5118
间	6002	5.08	0.8999	104
秘	6003	5.08	0.9655	7266
直线	6004	5.08	1.0467	7760
板块	6005	5.08	1.0660	9178
he	6006	5.08	0.8999	6065
现实	6007	5.08	1.1925	478
专业户	6008	5.08	1.2752	5629
陈述	6009	5.08	0.6007	4256
沿	6010	5.08	0.8533	3647
着手	6011	5.08	0.8041	3488
川	6012	5.08	0.8291	5852
指导员	6013	5.08	1.3529	8709
寻	6014	5.08	1.1400	7145
纷纷	6015	5.08	0.9223	2304
军民	6016	5.08	0.8999	4547
北方	6017	5.08	1.3827	3170
分布	6018	5.08	1.0069	1608
国策	6019	5.08	1.0069	7366
概述	6020	5.08	0.7783	5720
was	6021	5.08	1.1036	4305
内存	6022	5.08	0.8291	6776
应力	6023	5.08	1.1400	9269
给付	6024	5.08	1.0270	6914
边	6025	5.08	0.8999	2127
纲要	6026	5.08	1.1220	4898
电梯	6027	5.08	1.0069	9328
流传	6028	5.08	1.3974	3869
委托	6029	5.08	0.9655	1651
期	6030	5.08	0.8769	338
ip	6031	5.08	0.6652	9592
指派	6032	5.08	1.2911	7508
东京	6033	5.08	1.2911	2955
一遍	6034	5.08	1.2428	4265
简报	6035	5.08	1.0850	7259
随身	6036	5.08	1.0660	9548
配	6037	5.08	1.2095	2809
地段	6038	5.08	0.7783	6028
年份	6039	5.08	0.8999	4262
來	6040	5.08	0.8291	3498
莫大	6041	5.08	1.1925	8776
夜	6042	5.08	1.0850	5635
筑	6043	5.08	1.2095	4263
路子	6044	5.08	1.1578	4331
附件	6045	5.08	0.8041	4508
多年	6046	5.08	1.2591	1097
执	6047	5.08	1.1925	3091
监护	6048	5.08	1.2911	8104
返还	6049	5.08	1.2911	6577
图形	6050	5.08	1.1925	3889
摸	6051	5.08	1.2591	6379
東西	6052	5.08	1.3068	9658
柱	6053	5.08	1.0467	5643
推移	6054	5.08	0.7239	5715
养老	6055	5.08	1.5365	2347
亲自	6056	5.08	1.2262	2852
尼斯	6057	5.08	1.2095	9154
大厅	6058	5.08	0.8769	8822
年生	6059	5.08	0.8291	5313
填写	6060	5.08	1.0467	5328
激	6061	5.08	1.3827	4557
地位	6062	5.08	0.8999	405
整风	6063	5.08	1.5758	8427
别人	6064	5.08	0.8041	1642
象	6065	5.08	0.8999	1038
炼	6066	5.08	1.1400	9801
部分	6067	5.08	1.1036	219
說	6068	5.08	1.0660	3640
侧面	6069	5.08	1.2591	4270
兽医	6070	5.08	1.0467	8345
奖惩	6071	5.08	1.0069	8550
寺庙	6072	5.08	1.4686	9177
身上	6073	5.08	0.9864	1733
且	6074	5.08	1.1925	1016
多少	6075	5.08	1.0069	1111
了	6076	5.08	0.8999	4
实习	6077	5.08	1.2428	4335
言论	6078	5.08	0.8291	3375
运营	6079	5.08	1.0850	4018
基本	6080	5.08	1.1753	168
袋	6081	5.08	0.9864	9583
paper	6082	5.08	0.5657	8584
数学	6083	5.08	1.3974	2321
出发点	6084	5.08	0.9442	3197
反馈	6085	5.08	1.2911	4486
岗位	6086	5.08	0.8769	1829
零售	6087	5.08	0.9864	1990
会晤	6088	5.08	1.2095	6636
存	6089	5.08	1.5365	1689
电站	6090	5.08	0.7516	6552
比較	6091	5.08	0.7783	8819
公里	6092	5.08	0.9223	1398
遍及	6093	5.08	0.7783	8542
报导	6094	5.08	0.9655	6630
将由	6095	5.08	1.1400	7471
转业	6096	5.08	1.4824	7903
何况	6097	5.08	0.8291	6955
话说	6098	5.08	0.9442	2999
传播	6099	5.08	1.1578	1507
贯穿	6100	5.08	0.9655	5206
原文	6101	5.08	0.9223	6688
民兵	6102	5.08	1.3068	3947
南宁	6103	5.08	1.0270	8893
张贴	6104	5.08	0.8533	8745
机组	6105	5.08	0.8291	5932
水位	6106	5.08	0.8533	8411
始	6107	5.08	0.9223	1674
经销	6108	5.08	1.0069	5181
裁判	6109	5.08	1.3223	5757
官职	6110	5.08	1.2095	9484
座谈	6111	5.08	0.8533	2286
而且	6112	5.08	1.1753	202
先决	6113	5.08	0.9442	6679
还原	6114	5.08	1.1036	7770
层级	6115	5.08	0.9655	9541
to	6116	5.08	0.8533	1492
公署	6117	5.08	0.8041	6300
十里	6118	5.08	1.1925	5491
从小	6119	5.08	1.2752	4959
通讯社	6120	5.08	0.8533	7453
work	6121	5.08	1.2752	9082
四处	6122	5.08	0.8999	8298
架构	6123	5.08	1.2428	7475
考虑	6124	5.08	0.8769	585
公报	6125	5.08	1.1220	4000
些	6126	5.08	0.8291	380
字体	6127	5.08	0.6952	7901
事情	6128	5.08	0.7783	957
工业	6129	5.08	1.4119	158
南	6130	5.08	1.1578	1460
商人	6131	5.08	1.0467	2910
等候	6132	5.08	1.1753	7468
据	6133	5.08	1.3529	645
不计	6134	5.08	1.1578	7377
三角形	6135	5.08	0.9864	9278
石头	6136	5.08	1.0660	4914
立刻	6137	5.08	1.3827	2986
评定	6138	5.08	0.9864	4301
席位	6139	5.08	1.3529	6910
当下	6140	5.08	1.1925	9362
general	6141	5.08	1.2591	7922
础	6142	5.08	0.7516	2320
脚	6143	5.08	0.8533	4436
组织	6144	5.08	1.2262	87
场面	6145	5.08	0.9223	6070
城	6146	5.08	1.1925	1063
托管	6147	5.06	1.1141	8431
必要	6148	5.06	0.9775	534
y	6149	5.06	0.6197	8161
调度	6150	5.06	0.9982	6206
复议	6151	5.06	1.2521	4196
务	6152	5.06	0.8668	939
比例	6153	5.06	0.7398	905
语	6154	5.06	0.9348	1821
契约	6155	5.06	1.0956	3422
汇	6156	5.06	0.9127	4181
跳出	6157	5.06	1.1678	8978
朝代	6158	5.06	1.1323	9146
考查	6159	5.06	1.0184	7318
磁场	6160	5.06	0.8901	9522
法官	6161	5.06	1.3157	3257
字面	6162	5.06	0.6518	9173
村民	6163	5.06	1.0577	2204
比照	6164	5.06	0.9982	9105
随	6165	5.06	0.8184	563
人事	6166	5.06	1.2191	2313
强度	6167	5.06	0.8668	4397
盯	6168	5.06	1.1851	7267
辅	6169	5.06	1.1502	6111
腹地	6170	5.06	0.8430	9492
相继	6171	5.06	0.8901	4186
试验	6172	5.06	1.0382	1428
英	6173	5.06	0.9982	1900
马力	6174	5.06	0.7931	9806
倾向	6175	5.06	1.0577	1230
毛	6176	5.06	1.4344	2277
战斗机	6177	5.06	1.2357	8927
讨论	6178	5.06	1.1851	519
码头	6179	5.06	0.9127	5714
一动	6180	5.06	1.0768	9648
at	6181	5.06	1.0184	4129
单元	6182	5.06	0.8901	4076
测试	6183	5.06	0.9564	2964
他	6184	5.06	0.9982	18
酒	6185	5.06	1.4344	2254
议员	6186	5.06	0.9348	3113
思想家	6187	5.06	1.3763	3248
苏维埃	6188	5.06	1.3001	2609
少量	6189	5.06	1.3911	5660
物理	6190	5.06	0.9348	2171
几	6191	5.06	0.9982	199
跟前	6192	5.06	0.9775	8564
指数	6193	5.06	1.0184	2735
重量	6194	5.06	0.9348	5199
厂	6195	5.06	1.0768	746
闻	6196	5.06	0.7669	4396
脚步	6197	5.06	1.1323	5652
york	6198	5.06	0.5859	8821
加之	6199	5.06	1.0184	5881
币	6200	5.06	1.2191	2974
這些	6201	5.06	0.3731	5898
们	6202	5.06	0.9127	235
跟	6203	5.06	0.8430	1940
形式	6204	5.06	1.1141	218
市内	6205	5.06	0.9982	7870
传真	6206	5.06	0.7669	8150
出台	6207	5.06	1.4201	4187
个体	6208	5.06	0.8668	1338
同一	6209	5.06	0.7117	1378
版	6210	5.06	1.1323	1247
西伯利亚	6211	5.06	1.2843	6826
公职	6212	5.06	1.1141	6166
萨	6213	5.06	1.0577	3386
讲习	6214	5.06	1.1141	6931
教	6215	5.06	1.0956	1095
东西	6216	5.06	0.9127	577
至於	6217	5.06	1.2191	9680
针	6218	5.06	0.9348	3632
枝	6219	5.06	0.6197	8508
潮	6220	5.06	1.2022	6470
区域	6221	5.06	1.0577	884
下列	6222	5.06	0.8668	1488
轻微	6223	5.06	0.9564	8017
申报	6224	5.06	1.0956	3844
订	6225	5.06	0.9982	2799
归根	6226	5.06	1.4486	5229
阿尔	6227	5.06	1.0382	4613
直属	6228	5.06	1.0768	6400
有一	6229	5.06	1.2521	764
工种	6230	5.06	0.9564	8881
络	6231	5.06	1.2357	5630
集会	6232	5.06	1.0768	4687
集	6233	5.06	0.8430	1503
区别	6234	5.06	1.1323	1500
话题	6235	5.06	1.0184	5178
筛选	6236	5.06	1.4486	6220
车辆	6237	5.06	0.8184	2779
一段	6238	5.06	0.7931	1156
码	6239	5.06	1.1502	6321
当晚	6240	5.06	0.8901	7297
学科	6241	5.06	1.0956	1487
工商	6242	5.06	1.2843	4459
盘	6243	5.06	0.9564	8114
径	6244	5.06	1.0184	5530
德尔	6245	5.06	0.7117	9139
依旧	6246	5.06	1.0184	6993
派出	6247	5.06	0.6824	3402
前提	6248	5.06	1.1678	1470
找	6249	5.06	0.8901	1305
位	6250	5.06	0.7669	315
连续	6251	5.06	1.1141	1525
地带	6252	5.06	0.6518	3638
辆	6253	5.06	1.1678	2369
隐	6254	5.06	1.5960	7360
堪	6255	5.06	1.4902	6879
恢	6256	5.06	0.9127	9630
j	6257	5.06	0.8184	4008
无条件	6258	5.06	1.3311	4708
大军	6259	5.06	1.2683	6545
定论	6260	5.06	1.0956	9039
亚	6261	5.06	1.2843	1026
纲领	6262	5.06	0.9127	2501
主教	6263	5.06	1.1323	8815
运送	6264	5.06	1.1323	6516
面	6265	5.06	0.7398	501
算是	6266	5.06	1.2191	4268
依	6267	5.06	1.2022	2590
韦	6268	5.06	0.8184	6582
湖北	6269	5.06	1.1141	4166
评估	6270	5.06	1.0184	1800
班子	6271	5.06	0.6197	3764
平行	6272	5.06	0.7669	6260
z	6273	5.06	1.1323	7511
检索	6274	5.06	0.8668	4123
突	6275	5.06	1.1502	3881
学说	6276	5.06	1.1851	2625
时效	6277	5.06	1.1141	5809
教科	6278	5.06	0.8184	6409
过程	6279	5.06	0.8668	217
任	6280	5.06	0.8430	809
信访	6281	5.06	1.7544	7884
拍	6282	5.06	0.7931	5173
abstract	6283	5.06	1.0382	9396
求助	6284	5.06	1.5039	8920
渔业	6285	5.06	1.3001	3322
连接	6286	5.06	1.0382	2540
集团	6287	5.06	0.7931	684
经过	6288	5.06	0.9348	523
利率	6289	5.06	1.2521	1852
四条	6290	5.06	0.6824	2299
当年	6291	5.06	1.2191	2219
譬如	6292	5.06	0.8901	4418
during	6293	5.06	1.1323	9764
久	6294	5.06	1.5174	2267
們	6295	5.06	1.0382	6328
